,trustLevel,totalScanTimeInSeconds,lineItemVoids,scansWithoutRegistration,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,fraud
361,3.0,0.35411764705882354,6.0,9.0,0.21652230560597502,0.059894781193413994,0.3818181818181811,0.0
363,6.0,0.7894117647058823,10.0,8.0,0.07254298898646505,0.0,0.8749999999999991,0.0
365,3.0,0.9547058823529412,4.0,6.0,0.11089440227611853,0.3183472903355521,0.19999999999999998,0.0
367,3.0,0.7058823529411764,6.0,6.0,0.2620017838266727,0.23662348216453502,0.17499999999999982,0.0
368,1.0,0.26411764705882346,7.0,9.0,0.17234911551017282,0.8294542563019056,0.6999999999999993,0.0
369,2.0,0.35529411764705876,4.0,7.0,0.5636765250130411,0.24222009275754924,0.09999999999999999,0.0
370,5.0,0.29999999999999993,5.0,6.0,0.3661919269133538,0.1808614565462667,0.21874999999999978,0.0
371,3.0,0.9170588235294117,3.0,9.0,0.19551188809213718,0.012656607833596898,0.09130434782608711,0.0
372,4.0,0.9005882352941176,3.0,7.0,0.1718187830644006,0.07692251322232291,0.10499999999999989,0.0
374,5.0,0.21352941176470588,1.0,9.0,0.17350362107978667,0.5415397497328642,0.11666666666666678,0.0
375,1.0,0.9105882352941176,0.0,2.0,0.2416287637445821,0.22306413756570048,0.0,1.0
376,5.0,0.12117647058823527,3.0,7.0,0.7047505891227352,0.16579643268003652,0.13124999999999987,0.0
377,4.0,0.31176470588235294,4.0,4.0,0.44582466663352316,0.8009621006376172,0.13999999999999987,0.0
379,3.0,0.5535294117647058,0.0,3.0,0.061011778358072026,0.4969279343185708,0.0,0.0
380,5.0,0.8764705882352941,0.0,7.0,0.23204924533842916,0.19793432556167972,0.0,0.0
382,5.0,0.5735294117647058,4.0,3.0,0.04526107408195538,0.07372899560077878,0.6999999999999993,0.0
384,1.0,0.4817647058823529,0.0,1.0,0.46569848524376967,0.1624770786429319,0.0,1.0
385,6.0,0.7388235294117647,5.0,9.0,0.15349027421923883,0.19315270769672294,0.23333333333333284,0.0
386,5.0,0.6464705882352941,2.0,8.0,0.08867604703217968,0.2002208248287656,0.17499999999999982,0.0
387,4.0,0.5005882352941177,10.0,3.0,0.4196029105254352,0.37636646824079106,0.24999999999999964,0.0
388,5.0,0.76,10.0,2.0,0.1916417421862404,0.17536982272742335,0.36842105263157837,0.0
389,2.0,0.6452941176470588,2.0,6.0,0.19903299727489573,0.3585930436489348,0.08235294117647021,0.0
390,1.0,0.9176470588235294,6.0,5.0,0.1776074815315274,0.3191808133313768,0.19999999999999998,1.0
393,6.0,0.7223529411764705,3.0,0.0,0.03513749166438408,0.009371684731040046,0.5249999999999995,0.0
394,3.0,0.6229411764705882,6.0,5.0,0.30676125783524333,0.30012672203942625,0.16799999999999982,0.0
395,3.0,0.6499999999999999,3.0,9.0,0.14902599710973802,0.3872701927846721,0.16153846153846155,0.0
397,4.0,0.6641176470588235,10.0,4.0,0.1818133956558781,0.19678096885079702,0.43749999999999956,0.0
399,4.0,0.3205882352941176,6.0,2.0,0.16882101107715772,0.5395014241003662,0.5249999999999995,0.0
400,3.0,0.3194117647058823,11.0,4.0,0.2139658178977457,0.4447041334607105,0.7699999999999992,0.0
404,3.0,0.38411764705882345,3.0,4.0,0.4511632815417343,0.750772327837409,0.08749999999999991,0.0
406,3.0,0.32529411764705884,5.0,1.0,0.32061561866234667,0.7575117779431272,0.23333333333333284,0.0
407,4.0,0.38764705882352934,5.0,9.0,0.2954055923633882,0.4909243105908271,0.21874999999999978,0.0
408,2.0,0.7658823529411765,4.0,9.0,0.20073334135326665,0.270081698405676,0.13999999999999987,0.0
409,5.0,0.4494117647058823,1.0,4.0,0.041281364111725574,0.5549399429779939,0.23333333333333284,0.0
411,3.0,0.5694117647058823,10.0,2.0,0.34659828109503665,0.2874537082083809,0.2692307692307692,0.0
412,5.0,0.45352941176470585,1.0,4.0,0.4909658903488577,0.360647301278196,0.023333333333333286,0.0
413,5.0,0.9864705882352941,4.0,7.0,0.1322588399449127,0.10161856487849043,0.16470588235294112,0.0
414,2.0,0.571764705882353,5.0,6.0,0.37257185828126005,0.470225751691005,0.12500000000000017,0.0
415,2.0,0.7441176470588234,1.0,1.0,0.19552463445174295,0.009036585673869606,0.03684210526315784,0.0
416,4.0,0.2164705882352941,4.0,6.0,0.1716737434234486,0.3643426808792979,0.4666666666666664,0.0
417,6.0,0.6517647058823529,2.0,0.0,0.14864308145324268,0.457972282527388,0.10769230769230768,0.0
423,3.0,0.39411764705882346,10.0,7.0,0.42262314998364015,0.3515785699720882,0.3043478260869561,0.0
424,6.0,0.9788235294117645,4.0,10.0,0.04114097544004276,0.29342628424955697,0.4666666666666664,0.0
425,5.0,0.8194117647058823,0.0,1.0,0.25726519016222743,0.12766185732215857,0.0,0.0
427,3.0,0.4235294117647058,1.0,2.0,0.2735772146377105,0.10854688321253439,0.043749999999999956,0.0
428,6.0,0.8799999999999999,7.0,0.0,0.17571109610868352,0.32200227456934893,0.24499999999999975,0.0
429,5.0,0.5988235294117646,7.0,0.0,0.2787747254991792,0.1905127951038203,0.22272727272727239,0.0
430,2.0,0.6694117647058823,5.0,5.0,0.08567055103049195,0.27833146073540765,0.43749999999999956,0.0
431,1.0,0.3988235294117647,5.0,2.0,0.47411097644008404,0.11773074275995835,0.13461538461538428,0.0
432,5.0,0.5829411764705882,5.0,5.0,0.1784950663232289,0.039221599003637045,0.24999999999999964,0.0
433,2.0,0.6305882352941176,9.0,1.0,0.1533641163802038,0.3721573244569958,0.4846153846153839,0.0
436,1.0,0.8123529411764705,11.0,6.0,0.22954628682552383,0.2964488577839215,0.32083333333333275,1.0
437,2.0,0.2311764705882353,8.0,7.0,0.2491313471336799,0.015815042744704105,0.6222222222222217,0.0
439,6.0,0.948235294117647,11.0,2.0,0.18066320550721238,0.14429762335804874,0.34999999999999964,0.0
440,2.0,0.6794117647058823,5.0,9.0,0.08441751196291573,0.2844586958678294,0.43749999999999956,0.0
441,1.0,0.748235294117647,4.0,1.0,0.19450360834745165,0.25421523722252237,0.14736842105263165,0.0
442,3.0,0.2064705882352941,8.0,10.0,0.6459711983781357,0.12570440513785855,0.26666666666666644,0.0
446,1.0,0.7664705882352941,10.0,9.0,0.22155751842893076,0.035806110750665,0.3181818181818182,1.0
447,1.0,0.7970588235294117,4.0,1.0,0.22360376672701454,0.22975685118065434,0.12173913043478257,0.0
450,6.0,0.32823529411764707,1.0,10.0,0.4055136940401806,0.44473798484104565,0.03684210526315784,0.0
451,1.0,0.4441176470588235,9.0,3.0,0.2284687949255319,0.5729231824504494,0.4499999999999997,0.0
452,4.0,0.8658823529411764,1.0,1.0,0.0002616567529901692,0.3355492114024463,0.6999999999999993,0.0
453,3.0,0.9864705882352941,5.0,1.0,0.19878919710614487,0.29534948544902984,0.13999999999999987,0.0
454,1.0,0.04823529411764704,11.0,3.0,0.7673816802863161,0.49834229550923104,0.6999999999999993,0.0
455,3.0,0.8141176470588235,1.0,1.0,0.229073683942655,0.17394999061247482,0.02916666666666666,0.0
456,6.0,0.5688235294117647,0.0,10.0,0.100432728743695,0.18433891116522144,0.0,0.0
457,3.0,0.9899999999999999,3.0,9.0,0.12350243268347735,0.13001518279760357,0.13124999999999987,0.0
458,5.0,0.47411764705882353,4.0,1.0,0.08716268936644254,0.45211081138453535,0.4666666666666664,0.0
459,6.0,0.5976470588235294,2.0,9.0,0.06953498207636342,0.09277059275295986,0.23333333333333284,0.0
463,3.0,0.5217647058823529,8.0,5.0,0.28628184509199844,0.3890076173755781,0.27999999999999975,0.0
464,6.0,0.30999999999999994,11.0,4.0,0.35649546546819727,0.45197586119369754,0.4812499999999995,0.0
465,3.0,0.1641176470588235,1.0,7.0,0.6143199583271763,0.7815183030511871,0.041176470588235245,0.0
466,2.0,0.9499999999999998,1.0,1.0,0.23200674513323644,0.25715819993867767,0.024999999999999963,0.0
469,4.0,0.9776470588235294,3.0,8.0,0.10828397824898384,0.08836770976633594,0.14999999999999963,0.0
471,4.0,0.11764705882352941,7.0,5.0,0.8085419304694095,0.7047665853616967,0.27222222222222203,0.0
472,5.0,0.6264705882352941,8.0,7.0,0.19203046935105325,0.43500759331600775,0.34999999999999964,0.0
473,5.0,0.9135294117647058,2.0,3.0,0.20516963219019405,0.12628335861466278,0.05833333333333325,0.0
474,5.0,0.4188235294117647,5.0,3.0,0.18707930179914797,0.0550520122479645,0.3181818181818182,0.0
475,6.0,0.3176470588235294,10.0,3.0,0.14773879823373162,0.0012065328584473576,0.9999999999999999,0.0
476,4.0,0.9370588235294116,0.0,6.0,0.14786877583338015,0.27652751930136155,0.0,0.0
477,1.0,0.5594117647058823,11.0,3.0,0.1576381420875179,0.05569899701257193,0.6416666666666663,0.0
478,6.0,0.738235294117647,11.0,4.0,0.22954628682552383,0.24892429649089987,0.34999999999999964,0.0
480,2.0,0.4658823529411764,1.0,1.0,0.17007410389476194,0.12325996614183664,0.06363636363636356,0.0
481,2.0,0.6576470588235294,1.0,6.0,0.19553325788958753,0.06284233835573237,0.041176470588235245,0.0
482,6.0,0.31294117647058817,8.0,5.0,0.6032019507327022,0.00022988416691464668,0.20740740740740699,0.0
483,6.0,0.7917647058823529,0.0,3.0,0.13340183778713682,0.12415786268991069,0.0,0.0
485,1.0,0.7458823529411764,3.0,2.0,0.17359064599763355,0.20401400561243177,0.12352941176470567,0.0
488,3.0,0.9258823529411765,0.0,6.0,0.02615657753081639,0.25177421207736644,0.0,0.0
490,1.0,0.6364705882352941,9.0,1.0,0.17681580523663165,0.4605951868262994,0.41999999999999954,0.0
491,6.0,0.7747058823529411,11.0,8.0,0.1985594652098697,0.24247467585749005,0.3849999999999996,0.0
492,3.0,0.348235294117647,11.0,5.0,0.2404396852252353,0.6866378138342178,0.6416666666666663,0.0
493,6.0,0.3464705882352941,11.0,4.0,0.3458952090515338,0.4077391326230978,0.45294117647058796,0.0
494,3.0,0.1923529411764706,3.0,10.0,0.7131284157057736,0.07878573429998746,0.0954545454545451,0.0
496,6.0,0.8929411764705881,9.0,0.0,0.13677253534055397,0.15912257435358976,0.3937499999999996,0.0
497,6.0,0.26588235294117646,9.0,8.0,0.3003678148902639,0.25022376442886757,0.5249999999999995,0.0
498,2.0,0.24117647058823524,6.0,3.0,0.24101629764262855,0.998078997298862,0.4666666666666664,0.0
499,1.0,0.27588235294117647,6.0,8.0,0.7176150990351468,0.08762541795354889,0.14482758620689645,1.0
500,3.0,0.4794117647058823,6.0,5.0,0.4518120221344958,0.27310479648614655,0.14482758620689645,0.0
501,1.0,0.4658823529411764,5.0,9.0,0.33297617018336806,0.47023702428246156,0.16666666666666644,1.0
502,3.0,0.9594117647058823,7.0,3.0,0.09328269852625173,0.10413685745413323,0.4083333333333327,0.0
503,6.0,0.4764705882352941,9.0,4.0,0.26251799698521544,0.30078989164008935,0.37058823529411705,0.0
504,3.0,0.7752941176470588,9.0,0.0,0.3021832951271576,0.04397392277773895,0.20999999999999977,0.0
505,5.0,0.1811764705882353,0.0,5.0,0.9841391449515805,0.4665643657595678,0.0,0.0
507,1.0,0.7747058823529411,0.0,6.0,0.011649594400553008,0.004995482859202382,0.0,0.0
508,6.0,0.20588235294117643,1.0,5.0,0.39725644498914187,0.30031197336744303,0.05384615384615377,0.0
509,4.0,0.7023529411764705,3.0,4.0,0.3313164132815603,0.2405371707668885,0.06999999999999994,0.0
510,3.0,0.3170588235294117,0.0,7.0,0.5070382436998047,0.14947930968383863,0.0,0.0
511,2.0,0.1929411764705882,4.0,10.0,0.35121836235599146,0.7676228938552079,0.2545454545454545,0.0
513,1.0,0.1517647058823529,6.0,6.0,0.570670804695997,0.5518925709766205,0.27999999999999975,0.0
515,4.0,0.7835294117647058,11.0,9.0,0.10393341532645663,0.2446457695046859,0.6999999999999993,0.0
516,1.0,0.5376470588235294,0.0,2.0,0.39375656793066643,0.2615846507740318,0.0,1.0
517,1.0,0.15823529411764703,2.0,6.0,0.7050852151031154,0.3430522533516994,0.07368421052631582,0.0
518,3.0,0.43352941176470583,6.0,2.0,0.40661991535807945,0.422497037781487,0.17499999999999982,0.0
519,6.0,0.6241176470588234,8.0,6.0,0.29361728168410833,0.3001746753723499,0.23333333333333284,0.0
521,1.0,0.7158823529411764,1.0,0.0,0.20281161855172286,0.3491926569135608,0.03684210526315784,0.0
522,6.0,0.3711764705882352,5.0,0.0,0.12900653573985238,0.4700581305274502,0.4999999999999993,0.0
523,4.0,0.5341176470588235,0.0,0.0,0.03429625076104385,0.025847315214754064,0.0,0.0
524,2.0,0.44294117647058817,4.0,6.0,0.058917399839007505,0.54074971377055,0.6999999999999993,0.0
525,4.0,0.678235294117647,1.0,3.0,0.3421869879501537,0.10623675260737897,0.023333333333333286,0.0
526,2.0,0.16058823529411761,0.0,1.0,0.9957537106749046,0.11802445051008582,0.0,0.0
527,6.0,0.44294117647058817,4.0,0.0,0.17797964534700308,0.6133013496430442,0.2545454545454545,0.0
528,4.0,0.9794117647058823,0.0,9.0,0.007625551153730472,0.29459411495786114,0.0,0.0
529,3.0,0.2552941176470588,2.0,3.0,0.3368396882156994,0.3214601818767793,0.10769230769230768,0.0
531,5.0,0.7029411764705882,5.0,1.0,0.26302410642414326,0.33114107331880255,0.14583333333333295,0.0
532,6.0,0.4017647058823529,6.0,3.0,0.10171127116234435,0.30572322218791886,0.6999999999999993,0.0
533,5.0,0.43529411764705883,9.0,9.0,0.2498231751524682,0.575447664064301,0.41999999999999954,0.0
534,6.0,0.6423529411764706,1.0,4.0,0.003176075227859263,0.08201800027496456,0.6999999999999993,0.0
537,1.0,0.8317647058823529,4.0,10.0,0.1465930099384701,0.23583743594884035,0.17499999999999982,0.0
538,6.0,0.4252941176470588,10.0,9.0,0.48386087092609237,0.12909272215445286,0.24999999999999964,0.0
539,2.0,0.6758823529411765,6.0,3.0,0.04961566190869617,0.1954334243624552,0.8399999999999991,0.0
541,3.0,0.8170588235294117,7.0,6.0,0.11947800817446513,0.30554515369202556,0.3769230769230762,0.0
542,2.0,0.4711764705882353,2.0,1.0,0.03928052427698956,0.513795719941893,0.4666666666666664,0.0
543,4.0,0.6888235294117647,7.0,2.0,0.14100947255924448,0.250066432923824,0.3769230769230762,0.0
545,3.0,0.7623529411764706,5.0,8.0,0.2753725383338725,0.07342863110088214,0.12962962962962937,0.0
546,4.0,0.22529411764705878,6.0,1.0,0.6051874245321688,0.6251262025928404,0.19999999999999998,0.0
547,3.0,0.19999999999999998,4.0,8.0,0.7570403389231974,0.3203946288239481,0.11666666666666678,0.0
548,1.0,0.7664705882352941,3.0,5.0,0.26349855251104554,0.31245085166567255,0.08076923076923041,1.0
549,1.0,0.37235294117647055,4.0,8.0,0.30576896644197354,0.2930313125319226,0.17499999999999982,0.0
551,3.0,0.6447058823529411,9.0,4.0,0.08891515269490567,0.04589687125236415,0.7874999999999992,0.0
552,6.0,0.5052941176470588,2.0,3.0,0.23388564056821903,0.34120474681286733,0.08749999999999991,0.0
553,2.0,0.7858823529411765,7.0,10.0,0.2266178885942565,0.05895754512796305,0.21304347826086967,0.0
554,5.0,0.7141176470588235,11.0,9.0,0.2927169532061696,0.1999854354967099,0.2851851851851846,0.0
555,6.0,0.8470588235294118,0.0,6.0,0.23015396207911476,0.05295927667617868,0.0,0.0
556,6.0,0.47058823529411764,5.0,5.0,0.3623370366959655,0.10422383288446913,0.15217391304347805,0.0
560,3.0,0.3529411764705882,2.0,7.0,0.5462419395926646,0.07673939661867929,0.051851851851851816,0.0
561,4.0,0.4099999999999999,7.0,4.0,0.09983734342974793,0.4804476238316426,0.8166666666666682,0.0
564,1.0,0.9670588235294116,0.0,2.0,0.04170727565934085,0.1028687500038525,0.0,0.0
566,3.0,0.6064705882352941,0.0,2.0,0.3273124494621467,0.4663580233679477,0.0,0.0
569,3.0,0.41647058823529404,10.0,2.0,0.47475339164217656,0.1954482293981372,0.25925925925925875,0.0
570,1.0,0.9505882352941176,3.0,3.0,0.1544086504680394,0.08816372193402017,0.11052631578947339,0.0
571,3.0,0.9129411764705881,10.0,6.0,0.18742902991113042,0.22825184800275858,0.3181818181818182,0.0
573,3.0,0.8564705882352941,3.0,1.0,0.019305008138804668,0.11389207287403723,0.6999999999999993,0.0
575,1.0,0.31470588235294117,2.0,9.0,0.3295273426538343,0.5286657949382689,0.093333333333333,0.0
576,4.0,0.19058823529411764,1.0,1.0,0.22220276510711667,0.23471337120351687,0.09999999999999999,0.0
577,3.0,0.42823529411764705,7.0,4.0,0.07840139278427123,0.5855050037066253,0.979999999999999,0.0
578,2.0,0.4294117647058824,2.0,0.0,0.06073484244507003,0.5165279043931971,0.34999999999999964,0.0
579,5.0,0.4458823529411765,8.0,7.0,0.36297287237846887,0.3682749412123243,0.2545454545454545,0.0
580,2.0,0.6523529411764706,0.0,5.0,0.20914432527720778,0.05187453043147574,0.0,0.0
581,3.0,0.017058823529411765,0.0,9.0,0.7426748668992111,0.08849709689650259,0.0,0.0
582,1.0,0.44294117647058817,8.0,0.0,0.28003299863957093,0.024368685664099665,0.32941176470588224,0.0
583,2.0,0.28117647058823525,0.0,10.0,0.2871549485819913,0.19664846874405686,0.0,0.0
584,2.0,0.21823529411764706,6.0,3.0,0.8594873306480338,0.2792935773758829,0.14482758620689645,0.0
585,1.0,0.2941176470588235,6.0,5.0,0.2768252994737457,0.8961645719727863,0.34999999999999964,0.0
586,2.0,0.8970588235294117,0.0,10.0,0.036279961165816735,0.00970490027036464,0.0,0.0
587,3.0,0.26058823529411757,8.0,0.0,0.33141526188269366,0.9655835732829832,0.43076923076923007,0.0
588,2.0,0.44529411764705884,11.0,5.0,0.24486596473470024,0.3746804002022924,0.5133333333333325,0.0
589,4.0,0.7535294117647059,1.0,8.0,0.033476337261824335,0.3727741417900707,0.17499999999999982,0.0
592,5.0,0.6658823529411765,10.0,7.0,0.08612085373858419,0.36540793433290414,0.8749999999999991,0.0
594,4.0,0.43823529411764706,1.0,8.0,0.21401675031485073,0.36275526795579904,0.05384615384615377,0.0
595,6.0,0.9752941176470588,3.0,10.0,0.1337603285812372,0.050610490095346655,0.12352941176470567,0.0
596,6.0,0.8229411764705882,6.0,9.0,0.04001863071075431,0.2225232281505167,0.8399999999999991,0.0
597,4.0,0.4658823529411764,2.0,2.0,0.2678153436679265,0.6045465462278997,0.08235294117647021,0.0
598,6.0,0.6076470588235294,11.0,4.0,0.09422107990126996,0.45862430025419004,0.962499999999999,0.0
599,1.0,0.4547058823529412,10.0,2.0,0.15720772388037552,0.06508739299616118,0.6999999999999993,0.0
600,4.0,0.6835294117647058,9.0,10.0,0.0839111316327534,0.25814049645429965,0.7874999999999992,0.0
603,6.0,0.8558823529411764,8.0,2.0,0.2658124494102798,0.33959857689705153,0.1931034482758617,0.0
604,1.0,0.5364705882352941,8.0,2.0,0.25036936015456274,0.15136722421238671,0.31111111111111045,0.0
606,6.0,0.6494117647058824,4.0,3.0,0.2952514811481124,0.05077795087279915,0.11199999999999989,0.0
607,6.0,0.5311764705882352,2.0,3.0,0.019964733720889943,0.1756922085780649,0.6999999999999993,0.0
608,1.0,0.9888235294117645,10.0,1.0,0.057265322007927826,0.11917409311120684,0.8749999999999991,0.0
610,1.0,0.2276470588235294,9.0,10.0,0.7455775427135816,0.5613341228904151,0.24230769230769195,1.0
611,3.0,0.5494117647058824,7.0,9.0,0.2732454125442129,0.08689580338560315,0.24499999999999975,0.0
613,5.0,0.87,4.0,6.0,0.03757705059977575,0.34771523295354556,0.5599999999999995,0.0
614,5.0,0.6347058823529411,8.0,2.0,0.20212946090576836,0.16791456129887575,0.32941176470588224,0.0
616,5.0,0.9323529411764705,5.0,6.0,0.20117358927713302,0.09748993250477922,0.14583333333333295,0.0
617,5.0,0.2417647058823529,4.0,2.0,0.517969199335834,0.7692792703513525,0.14736842105263165,0.0
618,5.0,0.8811764705882352,3.0,2.0,0.14779382128635118,0.21611561831917858,0.12352941176470567,0.0
619,4.0,0.4929411764705882,10.0,6.0,0.3322532817571126,0.5081162463182155,0.3181818181818182,0.0
620,1.0,0.6152941176470588,8.0,0.0,0.1569533597281015,0.41907628410383124,0.43076923076923007,0.0
622,6.0,0.28470588235294114,4.0,8.0,0.4554043572379913,0.9403764752890266,0.14736842105263165,0.0
624,3.0,0.7858823529411765,7.0,9.0,0.10362516288105982,0.28753452999370327,0.44545454545454477,0.0
625,5.0,0.8758823529411764,4.0,3.0,0.12082136805021895,0.3087090254108952,0.19999999999999998,0.0
626,6.0,0.9911764705882352,6.0,4.0,0.23927160055502233,0.04906747613961271,0.13999999999999987,0.0
627,4.0,0.28764705882352937,0.0,7.0,0.03938460748838781,0.9604612435598574,0.0,0.0
629,2.0,0.22705882352941173,0.0,1.0,0.42712537213121177,0.9672990465870729,0.0,0.0
630,2.0,0.4758823529411764,2.0,9.0,0.022873023995249132,0.4664374804088008,0.6999999999999993,0.0
632,4.0,0.6411764705882352,6.0,7.0,0.32337015153244286,0.09948196495156578,0.15555555555555522,0.0
634,2.0,0.24647058823529408,0.0,10.0,0.8110196883466573,0.8881753591624175,0.0,0.0
636,3.0,0.40941176470588236,1.0,2.0,0.11815030138729357,0.2849437770091672,0.09999999999999999,0.0
642,2.0,0.8429411764705882,0.0,9.0,0.058177882786162365,0.0946243278732985,0.0,0.0
643,2.0,0.13999999999999999,10.0,4.0,0.8465812214575252,0.5858572586481141,0.33333333333333287,0.0
644,4.0,0.6023529411764705,11.0,10.0,0.212188871854743,0.3796039023258497,0.45294117647058796,0.0
645,1.0,0.9711764705882352,5.0,1.0,0.21869790246878656,0.04470476858736002,0.12962962962962937,1.0
646,5.0,0.4935294117647059,3.0,1.0,0.4249066764579895,0.09048051952811338,0.07499999999999982,0.0
647,4.0,0.6935294117647058,0.0,10.0,0.23191471272325334,0.43638825050972835,0.0,0.0
648,1.0,0.83,2.0,10.0,0.2834083040986635,0.0386834798379905,0.04666666666666664,1.0
649,4.0,0.9435294117647058,10.0,5.0,0.1815382781275225,0.28717637708682253,0.3181818181818182,0.0
650,6.0,0.5599999999999999,4.0,7.0,0.046415942587409824,0.19765496386081635,0.6999999999999993,0.0
651,1.0,0.4423529411764706,11.0,2.0,0.17819153415150013,0.5055529518957249,0.6999999999999993,0.0
653,4.0,0.8452941176470588,3.0,2.0,0.22102255625951545,0.37978780278664764,0.08749999999999991,0.0
655,3.0,0.6305882352941176,9.0,1.0,0.21585730307363046,0.15652003981602877,0.34999999999999964,0.0
656,5.0,0.8747058823529411,11.0,10.0,0.19532493098078438,0.22434555876694978,0.34999999999999964,0.0
657,6.0,0.5494117647058824,6.0,5.0,0.37207266609263295,0.44794276612346956,0.15555555555555522,0.0
659,2.0,0.7447058823529411,7.0,4.0,0.0985114710520146,0.2952695217065625,0.4899999999999995,0.0
660,4.0,0.7494117647058823,4.0,9.0,0.09789863324376086,0.18416862476400453,0.27999999999999975,0.0
663,2.0,0.47058823529411764,1.0,9.0,0.39463748936715426,0.4419917323877136,0.027999999999999973,0.0
665,3.0,0.8058823529411764,10.0,7.0,0.08103689191396746,0.16936064603590106,0.7777777777777762,0.0
666,3.0,0.518235294117647,0.0,1.0,0.06516968037669386,0.15511925764264148,0.0,0.0
667,4.0,0.18823529411764703,8.0,10.0,0.19091545472592164,0.8889891102491078,0.93333333333333,0.0
668,3.0,0.1888235294117647,0.0,7.0,0.7892461169120736,0.522966787177386,0.0,0.0
670,4.0,0.2511764705882352,2.0,10.0,0.15255775268093394,0.27803973303740304,0.23333333333333284,0.0
671,3.0,0.8458823529411764,6.0,2.0,0.12504502413098365,0.0742461819080786,0.3,0.0
674,1.0,0.5076470588235293,9.0,4.0,0.23290775803465386,0.49178779101148085,0.3937499999999996,0.0
675,1.0,0.9476470588235294,7.0,4.0,0.14624663748239955,0.17999679376570982,0.27222222222222203,0.0
676,2.0,0.7911764705882353,9.0,0.0,0.14368529356305218,0.3957279839829063,0.41999999999999954,0.0
677,3.0,0.268235294117647,11.0,2.0,0.47756216087563996,0.08345731187636232,0.40526315789473666,0.0
678,1.0,0.40764705882352936,1.0,9.0,0.2828402915294958,0.18355604314842602,0.043749999999999956,0.0
680,1.0,0.8088235294117646,7.0,3.0,0.17059331366779468,0.1455005339292066,0.27222222222222203,0.0
681,6.0,0.8847058823529411,0.0,10.0,0.027666811328215447,0.3591779710654384,0.0,0.0
682,2.0,0.6841176470588235,8.0,3.0,0.24651470254270808,0.4141156626516601,0.2545454545454545,0.0
683,4.0,0.8170588235294117,5.0,6.0,0.25796619900218665,0.19528104439686383,0.12962962962962937,0.0
684,6.0,0.6776470588235294,7.0,2.0,0.3424608033491978,0.4162688587097218,0.16333333333333294,0.0
685,4.0,0.4970588235294118,6.0,9.0,0.43764408593089393,0.0954358245946298,0.14482758620689645,0.0
686,4.0,0.9776470588235294,7.0,1.0,0.2340719931829352,0.015227519470453367,0.16896551724137943,0.0
688,4.0,0.4794117647058823,10.0,1.0,0.2610822878625509,0.5842870708961491,0.4117647058823525,0.0
689,5.0,0.18764705882352942,5.0,2.0,0.8596204502648427,0.18153429607444982,0.13461538461538428,0.0
690,5.0,0.9688235294117648,7.0,10.0,0.06699136217298983,0.22254221226338586,0.5444444444444441,0.0
691,5.0,0.7823529411764706,0.0,9.0,0.2275860038206101,0.06725947942365954,0.0,0.0
692,5.0,0.6570588235294117,9.0,5.0,0.35232079055513954,0.28014193878308313,0.20999999999999977,0.0
693,2.0,0.8911764705882352,3.0,5.0,0.02742098217641678,0.22848123031358933,0.5249999999999995,0.0
695,2.0,0.04882352941176471,0.0,4.0,0.8340142077121542,0.3957412303766899,0.0,0.0
696,6.0,0.9970588235294117,4.0,10.0,0.1390995160440483,0.13783499797416132,0.15555555555555522,0.0
697,1.0,0.4529411764705882,4.0,9.0,0.40808107399722743,0.2066746206118433,0.11199999999999989,1.0
698,1.0,0.918235294117647,4.0,10.0,0.09751914103714136,0.0748867177781007,0.23333333333333284,0.0
699,1.0,0.5870588235294117,7.0,2.0,0.08410683100304311,0.46061356181604174,0.6999999999999993,0.0
700,5.0,0.398235294117647,10.0,5.0,0.2700129086710773,0.38944086140382406,0.4666666666666664,0.0
702,2.0,0.5235294117647059,1.0,10.0,0.03506163720189486,0.03649017234859164,0.23333333333333284,0.0
704,2.0,0.8411764705882352,4.0,7.0,0.09683600644354937,0.2934983225497868,0.2545454545454545,0.0
705,4.0,0.8852941176470588,1.0,5.0,0.19307555701986548,0.02082125904779406,0.031818181818181815,0.0
706,4.0,0.22705882352941173,7.0,5.0,0.5434569831055898,0.4597550099491947,0.257894736842105,0.0
707,2.0,0.2564705882352941,9.0,3.0,0.4416924698017243,0.9935284659813782,0.37058823529411705,0.0
708,2.0,0.2588235294117647,6.0,10.0,0.7281919887991394,0.3524169246435669,0.14999999999999963,1.0
710,2.0,0.6211764705882352,2.0,9.0,0.04155027484734979,0.32299153130318436,0.34999999999999964,0.0
711,2.0,0.13352941176470587,0.0,10.0,0.4948771623215968,0.08861605707147892,0.0,0.0
712,2.0,0.9158823529411764,3.0,5.0,0.06214183438221748,0.185827103391435,0.26249999999999973,0.0
714,6.0,0.4276470588235294,2.0,3.0,0.23622221566043858,0.10926325848753347,0.09999999999999999,0.0
715,1.0,0.9029411764705881,6.0,6.0,0.10820847523881988,0.3356313071307181,0.3230769230769231,0.0
716,2.0,0.28647058823529403,6.0,8.0,0.23418054810413,0.29920764881135403,0.41999999999999954,0.0
718,6.0,0.5741176470588235,11.0,8.0,0.15387219106876843,0.2517372865846977,0.6416666666666663,0.0
721,6.0,0.17352941176470585,6.0,10.0,0.8732680233739103,0.18446772079890697,0.16799999999999982,0.0
723,5.0,0.36705882352941177,2.0,8.0,0.48875801370704197,0.3872520660004337,0.055999999999999946,0.0
725,6.0,0.6347058823529411,3.0,0.0,0.17727679856124184,0.3969757329717317,0.13999999999999987,0.0
