,trustLevel,totalScanTimeInSeconds,grandTotal,lineItemVoids,scansWithoutRegistration,quantityModifications,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,fraud
286,6.0,0.35352941176470587,0.1895601643121932,0.0,10.0,2.0,0.2579121442828953,0.15453443208529866,0.0,0.0
288,3.0,0.5047058823529411,0.2280332632000802,7.0,7.0,3.0,0.37095919999747645,0.13757464854514015,0.1959999999999998,0.0
290,6.0,0.878235294117647,0.297565374211001,5.0,2.0,3.0,0.17605252948023134,0.10930881505103995,0.17499999999999982,0.0
291,2.0,0.9894117647058823,0.22172127041378623,8.0,1.0,0.0,0.07381542567359033,0.07295214429968952,0.5599999999999995,0.0
292,1.0,0.9994117647058823,0.48772668069331737,10.0,10.0,0.0,0.19628976428929434,0.15899285553122708,0.27999999999999975,1.0
293,6.0,0.7023529411764705,0.4499549143372409,2.0,8.0,5.0,0.13840348330914276,0.20259869575970402,0.10769230769230768,0.0
294,3.0,0.9252941176470587,0.5078649433924458,3.0,10.0,2.0,0.1761829313805849,0.17780297234171413,0.09999999999999999,0.0
295,2.0,0.6852941176470588,0.400360685302074,4.0,1.0,1.0,0.22291671860751713,0.1843033756371453,0.13999999999999987,0.0
296,2.0,0.44529411764705884,0.2647029355775975,9.0,2.0,1.0,0.3295273426538343,0.1778626991059817,0.31499999999999967,0.0
297,2.0,0.3988235294117647,0.2124035667768761,0.0,7.0,5.0,0.3068393491645036,0.1566676852656303,0.0,0.0
300,4.0,0.8805882352941176,0.652139064222022,0.0,5.0,5.0,0.027824977705645355,0.23897507259338568,0.0,0.0
301,1.0,0.6435294117647058,0.9709447951107105,9.0,7.0,5.0,0.35910699142884583,0.4728678658659688,0.20999999999999977,1.0
303,3.0,0.5411764705882353,0.2627993187055406,11.0,1.0,3.0,0.3628441322897566,0.14919104601144448,0.2961538461538458,0.0
304,4.0,0.07529411764705882,0.23865344153892398,4.0,5.0,5.0,0.45530996127654894,0.549910465039017,0.34999999999999964,0.0
305,3.0,0.3647058823529411,0.6838994088768662,7.0,1.0,3.0,0.4914098176097295,0.5433219911030128,0.1959999999999998,0.0
306,6.0,0.34352941176470586,0.14016631600040078,11.0,6.0,0.0,0.20117358927713302,0.11699603472472703,0.7699999999999992,0.0
307,2.0,0.5394117647058824,0.45817052399559177,3.0,5.0,5.0,0.06261780768740273,0.2608357235907232,0.41999999999999954,0.0
311,6.0,0.10999999999999999,0.3973549744514579,6.0,9.0,5.0,0.4164250588576251,0.7456090961647508,0.4666666666666664,0.0
314,3.0,0.7047058823529412,0.5723875363190062,5.0,7.0,1.0,0.29635078462502684,0.2569487012522459,0.12962962962962937,0.0
316,2.0,0.36882352941176466,0.1862538823765154,6.0,8.0,5.0,0.090062970280978,0.14663016401138312,0.8399999999999991,0.0
320,4.0,0.8147058823529412,0.7395050596132653,2.0,2.0,3.0,0.020636172768400268,0.29101410471687317,0.4666666666666664,0.0
321,6.0,0.388235294117647,0.23254182947600444,8.0,2.0,3.0,0.5611420352164229,0.17542239461412698,0.1866666666666667,0.0
323,4.0,0.45882352941176474,0.2456667668570284,4.0,0.0,3.0,0.3374823524780693,0.16090495293893647,0.13333333333333286,0.0
324,1.0,0.5694117647058823,0.35367197675583617,11.0,3.0,2.0,0.3192354772398255,0.19200299437185794,0.32083333333333275,1.0
328,6.0,0.8458823529411764,0.6252880472898509,0.0,4.0,1.0,0.17296045025730172,0.23775324656399463,0.0,0.0
329,1.0,0.6547058823529411,0.8812744214006614,3.0,8.0,2.0,0.11174887855316686,0.42264162597089494,0.20999999999999977,0.0
330,1.0,0.8047058823529412,0.9636308987075445,9.0,0.0,3.0,0.2617078746049377,0.3835147707895212,0.23333333333333284,1.0
331,5.0,0.37235294117647055,0.9166416190762451,11.0,2.0,2.0,0.4041711962746842,0.7158184186850634,0.36666666666666636,0.0
332,2.0,0.3311764705882353,0.7424105801021943,10.0,6.0,4.0,0.16420587384113805,0.6382480319836895,0.8749999999999991,0.0
333,2.0,0.5747058823529412,0.7738703536719769,10.0,10.0,0.0,0.30299807332754974,0.41669298515866304,0.3043478260869561,0.0
335,2.0,0.7923529411764706,0.7541328524195974,2.0,3.0,1.0,0.19434408697781466,0.3044016753802363,0.06999999999999994,0.0
336,2.0,0.4494117647058823,0.2752229235547541,11.0,1.0,5.0,0.29327902978387643,0.18348366608403915,0.4277777777777773,0.0
338,3.0,0.9488235294117647,0.78559262598938,9.0,8.0,4.0,0.24952622406969804,0.26872899954309665,0.20999999999999977,0.0
339,5.0,0.9029411764705881,0.7964131850515982,4.0,5.0,0.0,0.026982336903918228,0.28518724221726144,0.6999999999999993,0.0
340,6.0,0.3817647058823529,0.6377116521390643,11.0,3.0,2.0,0.3185864876612081,0.4877931049957732,0.45294117647058796,0.0
341,3.0,0.42176470588235293,0.5245967337942091,2.0,4.0,0.0,0.3277702197158905,0.36909548266511794,0.07368421052631582,0.0
342,4.0,0.35882352941176465,0.36419196473299276,3.0,4.0,2.0,0.47787327125060103,0.2932549343332459,0.08749999999999991,0.0
343,2.0,0.16705882352941173,0.37831880573088883,1.0,5.0,1.0,0.7879636040029411,0.543959096591863,0.031818181818181815,0.0
344,3.0,0.7041176470588235,0.9371806432221221,5.0,4.0,5.0,0.30790299070340527,0.42102085916754406,0.12500000000000017,0.0
345,4.0,0.33999999999999997,0.0022041879571185257,2.0,8.0,3.0,0.35140317401460375,0.0018984372281742761,0.08235294117647021,0.0
347,2.0,0.7247058823529411,0.018334836188758648,7.0,7.0,4.0,0.24460508594727481,0.008028458638212707,0.21304347826086967,0.0
348,1.0,0.6635294117647058,0.7847911030958824,10.0,6.0,2.0,0.1580796467502409,0.37188632061852583,0.4999999999999993,0.0
349,4.0,0.25941176470588234,0.886384129846709,9.0,6.0,4.0,0.5166112267268878,0.9245486666305587,0.31499999999999967,0.0
350,6.0,0.848235294117647,0.6215810039074242,9.0,6.0,5.0,0.11514514269992626,0.2357425985636936,0.4846153846153839,0.0
351,2.0,0.471764705882353,0.22653040777477212,7.0,1.0,3.0,0.2648471388159366,0.14487354314775078,0.2882352941176468,0.0
352,3.0,0.8870588235294117,0.45095681795411297,9.0,4.0,5.0,0.11931505248927701,0.16414170403083034,0.4499999999999997,0.0
354,6.0,0.5517647058823529,0.9228534215008518,1.0,7.0,4.0,0.27218886032132433,0.515040950577281,0.03499999999999997,0.0
355,1.0,0.6023529411764705,0.022342450656246876,2.0,0.0,2.0,0.06899019834580578,0.011551619295752893,0.23333333333333284,0.0
357,2.0,0.28941176470588237,0.11161206291954716,5.0,8.0,0.0,0.11155487045111832,0.10693547512412689,0.6999999999999993,0.0
358,3.0,0.8641176470588234,0.8997094479511073,0.0,2.0,2.0,0.00027924392632053263,0.3354686465480004,0.0,0.0
359,2.0,0.49235294117647055,0.7848912934575695,8.0,1.0,3.0,0.33260593821453005,0.48375667179775916,0.2545454545454545,0.0
361,3.0,0.35411764705882354,0.07353972547840898,6.0,9.0,4.0,0.21652230560597502,0.059894781193413994,0.3818181818181811,0.0
363,6.0,0.7894117647058823,0.0,10.0,8.0,0.0,0.07254298898646505,0.0,0.8749999999999991,0.0
365,3.0,0.9547058823529412,0.9359783588818759,4.0,6.0,5.0,0.11089440227611853,0.3183472903355521,0.19999999999999998,0.0
367,3.0,0.7058823529411764,0.527903015729887,6.0,6.0,2.0,0.2620017838266727,0.23662348216453502,0.17499999999999982,0.0
368,1.0,0.26411764705882346,0.8063320308586315,7.0,9.0,0.0,0.17234911551017282,0.8294542563019056,0.6999999999999993,0.0
369,2.0,0.35529411764705876,0.2983668971044986,4.0,7.0,2.0,0.5636765250130411,0.24222009275754924,0.09999999999999999,0.0
370,5.0,0.29999999999999993,0.19426911131149185,5.0,6.0,2.0,0.3661919269133538,0.1808614565462667,0.21874999999999978,0.0
371,3.0,0.9170588235294117,0.03586814948401964,3.0,9.0,3.0,0.19551188809213718,0.012656607833596898,0.09130434782608711,0.0
372,4.0,0.9005882352941176,0.214307183648933,3.0,7.0,3.0,0.1718187830644006,0.07692251322232291,0.10499999999999989,0.0
374,5.0,0.21352941176470588,0.44835186855024556,1.0,9.0,4.0,0.17350362107978667,0.5415397497328642,0.11666666666666678,0.0
375,1.0,0.9105882352941176,0.627792806332031,0.0,2.0,4.0,0.2416287637445821,0.22306413756570048,0.0,1.0
376,5.0,0.12117647058823527,0.09357779781585013,3.0,7.0,3.0,0.7047505891227352,0.16579643268003652,0.13124999999999987,0.0
377,4.0,0.31176470588235294,0.8873860334635809,4.0,4.0,1.0,0.44582466663352316,0.8009621006376172,0.13999999999999987,0.0
379,3.0,0.5535294117647058,0.8928965033563773,0.0,3.0,1.0,0.061011778358072026,0.4969279343185708,0.0,0.0
380,5.0,0.8764705882352941,0.5378218615369202,0.0,7.0,1.0,0.23204924533842916,0.19793432556167972,0.0,0.0
382,5.0,0.5735294117647058,0.13665965334134858,4.0,3.0,3.0,0.04526107408195538,0.07372899560077878,0.6999999999999993,0.0
384,1.0,0.4817647058823529,0.25869151387636513,0.0,1.0,4.0,0.46569848524376967,0.1624770786429319,0.0,1.0
385,6.0,0.7388235294117647,0.449053201082056,5.0,9.0,1.0,0.15349027421923883,0.19315270769672294,0.23333333333333284,0.0
386,5.0,0.6464705882352941,0.41278429015128754,2.0,8.0,2.0,0.08867604703217968,0.2002208248287656,0.17499999999999982,0.0
387,4.0,0.5005882352941177,0.619477006311993,10.0,3.0,4.0,0.4196029105254352,0.37636646824079106,0.24999999999999964,0.0
388,5.0,0.76,0.41829476004408384,10.0,2.0,2.0,0.1916417421862404,0.17536982272742335,0.36842105263157837,0.0
389,2.0,0.6452941176470588,0.7381023945496445,2.0,6.0,0.0,0.19903299727489573,0.3585930436489348,0.08235294117647021,0.0
390,1.0,0.9176470588235294,0.9047189660354676,6.0,5.0,1.0,0.1776074815315274,0.3191808133313768,0.19999999999999998,1.0
393,6.0,0.7223529411764705,0.021340547039374817,3.0,0.0,1.0,0.03513749166438408,0.009371684731040046,0.5249999999999995,0.0
394,3.0,0.6229411764705882,0.5986374110810541,6.0,5.0,4.0,0.30676125783524333,0.30012672203942625,0.16799999999999982,0.0
395,3.0,0.6499999999999999,0.8023244163911434,3.0,9.0,3.0,0.14902599710973802,0.3872701927846721,0.16153846153846155,0.0
397,4.0,0.6641176470588235,0.4155896202785293,10.0,4.0,2.0,0.1818133956558781,0.19678096885079702,0.43749999999999956,0.0
399,4.0,0.3205882352941176,0.6112613966536421,6.0,2.0,2.0,0.16882101107715772,0.5395014241003662,0.5249999999999995,0.0
400,3.0,0.3194117647058823,0.5023544734996495,11.0,4.0,0.0,0.2139658178977457,0.4447041334607105,0.7699999999999992,0.0
404,3.0,0.38411764705882345,0.9865744915339146,3.0,4.0,0.0,0.4511632815417343,0.750772327837409,0.08749999999999991,0.0
406,3.0,0.32529411764705884,0.8684500551046991,5.0,1.0,0.0,0.32061561866234667,0.7575117779431272,0.23333333333333284,0.0
407,4.0,0.38764705882352934,0.6500350666265906,5.0,9.0,3.0,0.2954055923633882,0.4909243105908271,0.21874999999999978,0.0
408,2.0,0.7658823529411765,0.648732591924657,4.0,9.0,1.0,0.20073334135326665,0.270081698405676,0.13999999999999987,0.0
409,5.0,0.4494117647058823,0.8324817152589922,1.0,4.0,3.0,0.041281364111725574,0.5549399429779939,0.23333333333333284,0.0
411,3.0,0.5694117647058823,0.5295060615168822,10.0,2.0,1.0,0.34659828109503665,0.2874537082083809,0.2692307692307692,0.0
412,5.0,0.45352941176470585,0.5452359483017735,1.0,4.0,2.0,0.4909658903488577,0.360647301278196,0.023333333333333286,0.0
413,5.0,0.9864705882352941,0.3079851718264704,4.0,7.0,2.0,0.1322588399449127,0.10161856487849043,0.16470588235294112,0.0
414,2.0,0.571764705882353,0.8693517683598839,5.0,6.0,0.0,0.37257185828126005,0.470225751691005,0.12500000000000017,0.0
415,2.0,0.7441176470588234,0.02114016631600041,1.0,1.0,2.0,0.19552463445174295,0.009036585673869606,0.03684210526315784,0.0
416,4.0,0.2164705882352941,0.3046788898907926,4.0,6.0,0.0,0.1716737434234486,0.3643426808792979,0.4666666666666664,0.0
417,6.0,0.6517647058823529,0.9511071034966437,2.0,0.0,5.0,0.14864308145324268,0.457972282527388,0.10769230769230768,0.0
423,3.0,0.39411764705882346,0.4719967939084261,10.0,7.0,5.0,0.42262314998364015,0.3515785699720882,0.3043478260869561,0.0
424,6.0,0.9788235294117645,0.8828774671876567,4.0,10.0,5.0,0.04114097544004276,0.29342628424955697,0.4666666666666664,0.0
425,5.0,0.8194117647058823,0.3261196272918546,0.0,1.0,2.0,0.25726519016222743,0.12766185732215857,0.0,0.0
427,3.0,0.4235294117647058,0.15479410880673283,1.0,2.0,0.0,0.2735772146377105,0.10854688321253439,0.043749999999999956,0.0
428,6.0,0.8799999999999999,0.878168520188358,7.0,0.0,5.0,0.17571109610868352,0.32200227456934893,0.24499999999999975,0.0
429,5.0,0.5988235294117646,0.36689710449854734,7.0,0.0,4.0,0.2787747254991792,0.1905127951038203,0.22272727272727239,0.0
430,2.0,0.6694117647058823,0.5920248472096986,5.0,5.0,5.0,0.08567055103049195,0.27833146073540765,0.43749999999999956,0.0
431,1.0,0.3988235294117647,0.15960324616771868,5.0,2.0,3.0,0.47411097644008404,0.11773074275995835,0.13461538461538428,0.0
432,5.0,0.5829411764705882,0.0737401062017834,5.0,5.0,5.0,0.1784950663232289,0.039221599003637045,0.24999999999999964,0.0
433,2.0,0.6305882352941176,0.7504258090371707,9.0,1.0,3.0,0.1533641163802038,0.3721573244569958,0.4846153846153839,0.0
436,1.0,0.8123529411764705,0.7513275222923557,11.0,6.0,1.0,0.22954628682552383,0.2964488577839215,0.32083333333333275,1.0
437,2.0,0.2311764705882353,0.013826269912834387,8.0,7.0,1.0,0.2491313471336799,0.015815042744704105,0.6222222222222217,0.0
439,6.0,0.948235294117647,0.42160104197976167,11.0,2.0,2.0,0.18066320550721238,0.14429762335804874,0.34999999999999964,0.0
440,2.0,0.6794117647058823,0.613165013525699,5.0,9.0,3.0,0.08441751196291573,0.2844586958678294,0.43749999999999956,0.0
441,1.0,0.748235294117647,0.5978358881875565,4.0,1.0,1.0,0.19450360834745165,0.25421523722252237,0.14736842105263165,0.0
442,3.0,0.2064705882352941,0.10149283638913939,8.0,10.0,4.0,0.6459711983781357,0.12570440513785855,0.26666666666666644,0.0
446,1.0,0.7664705882352941,0.0860635206893097,10.0,9.0,2.0,0.22155751842893076,0.035806110750665,0.3181818181818182,1.0
447,1.0,0.7970588235294117,0.572287345957319,4.0,1.0,1.0,0.22360376672701454,0.22975685118065434,0.12173913043478257,0.0
450,6.0,0.32823529411764707,0.5135757940086165,1.0,10.0,0.0,0.4055136940401806,0.44473798484104565,0.03684210526315784,0.0
451,1.0,0.4441176470588235,0.8508165514477509,9.0,3.0,5.0,0.2284687949255319,0.5729231824504494,0.4499999999999997,0.0
452,4.0,0.8658823529411764,0.9016130648231642,1.0,1.0,5.0,0.0002616567529901692,0.3355492114024463,0.6999999999999993,0.0
453,3.0,0.9864705882352941,0.8951006913134958,5.0,1.0,1.0,0.19878919710614487,0.29534948544902984,0.13999999999999987,0.0
454,1.0,0.04823529411764704,0.17783789199479014,11.0,3.0,0.0,0.7673816802863161,0.49834229550923104,0.6999999999999993,0.0
455,3.0,0.8141176470588235,0.44173930467889,1.0,1.0,0.0,0.229073683942655,0.17394999061247482,0.02916666666666666,0.0
456,6.0,0.5688235294117647,0.3392445646728785,0.0,10.0,1.0,0.100432728743695,0.18433891116522144,0.0,0.0
457,3.0,0.9899999999999999,0.39535116721771374,3.0,9.0,5.0,0.12350243268347735,0.13001518279760357,0.13124999999999987,0.0
458,5.0,0.47411764705882353,0.7100490932772269,4.0,1.0,3.0,0.08716268936644254,0.45211081138453535,0.4666666666666664,0.0
459,6.0,0.5976470588235294,0.17833884380322615,2.0,9.0,4.0,0.06953498207636342,0.09277059275295986,0.23333333333333284,0.0
463,3.0,0.5217647058823529,0.6637611461777378,8.0,5.0,2.0,0.28628184509199844,0.3890076173755781,0.27999999999999975,0.0
464,6.0,0.30999999999999994,0.4984470493938484,11.0,4.0,1.0,0.35649546546819727,0.45197586119369754,0.4812499999999995,0.0
465,3.0,0.1641176470588235,0.5370203386434226,1.0,7.0,5.0,0.6143199583271763,0.7815183030511871,0.041176470588235245,0.0
466,2.0,0.9499999999999998,0.7526299969942892,1.0,1.0,5.0,0.23200674513323644,0.25715819993867767,0.024999999999999963,0.0
469,4.0,0.9776470588235294,0.26560464883278234,3.0,8.0,4.0,0.10828397824898384,0.08836770976633594,0.14999999999999963,0.0
471,4.0,0.11764705882352941,0.3909427913034767,7.0,5.0,3.0,0.8085419304694095,0.7047665853616967,0.27222222222222203,0.0
472,5.0,0.6264705882352941,0.8720569081254385,8.0,7.0,0.0,0.19203046935105325,0.43500759331600775,0.34999999999999964,0.0
473,5.0,0.9135294117647058,0.356477306883078,2.0,3.0,4.0,0.20516963219019405,0.12628335861466278,0.05833333333333325,0.0
474,5.0,0.4188235294117647,0.07774772066927162,5.0,3.0,3.0,0.18707930179914797,0.0550520122479645,0.3181818181818182,0.0
475,6.0,0.3176470588235294,0.0013024747019336742,10.0,3.0,1.0,0.14773879823373162,0.0012065328584473576,0.9999999999999999,0.0
476,4.0,0.9370588235294116,0.7991183248171527,0.0,6.0,1.0,0.14786877583338015,0.27652751930136155,0.0,0.0
477,1.0,0.5594117647058823,0.10099188458070335,11.0,3.0,5.0,0.1576381420875179,0.05569899701257193,0.6416666666666663,0.0
478,6.0,0.738235294117647,0.5782987676585514,11.0,4.0,3.0,0.22954628682552383,0.24892429649089987,0.34999999999999964,0.0
480,2.0,0.4658823529411764,0.19066225829075245,1.0,1.0,1.0,0.17007410389476194,0.12325996614183664,0.06363636363636356,0.0
481,2.0,0.6576470588235294,0.13154994489530109,1.0,6.0,1.0,0.19553325788958753,0.06284233835573237,0.041176470588235245,0.0
482,6.0,0.31294117647058817,0.0002003807233744114,8.0,5.0,2.0,0.6032019507327022,0.00022988416691464668,0.20740740740740699,0.0
483,6.0,0.7917647058823529,0.30738402965634715,0.0,3.0,4.0,0.13340183778713682,0.12415786268991069,0.0,0.0
485,1.0,0.7458823529411764,0.4784089770564073,3.0,2.0,2.0,0.17359064599763355,0.20401400561243177,0.12352941176470567,0.0
488,3.0,0.9258823529411765,0.7195671776375114,0.0,6.0,2.0,0.02615657753081639,0.25177421207736644,0.0,0.0
490,1.0,0.6364705882352941,0.9364793106903118,9.0,1.0,3.0,0.17681580523663165,0.4605951868262994,0.41999999999999954,0.0
491,6.0,0.7747058823529411,0.5885181845506463,11.0,8.0,0.0,0.1985594652098697,0.24247467585749005,0.3849999999999996,0.0
492,3.0,0.348235294117647,0.8320809538122435,11.0,5.0,0.0,0.2404396852252353,0.6866378138342178,0.6416666666666663,0.0
493,6.0,0.3464705882352941,0.49203486624586723,11.0,4.0,5.0,0.3458952090515338,0.4077391326230978,0.45294117647058796,0.0
494,3.0,0.1923529411764706,0.06041478809738504,3.0,10.0,4.0,0.7131284157057736,0.07878573429998746,0.0954545454545451,0.0
496,6.0,0.8929411764705881,0.4398356878068331,9.0,0.0,0.0,0.13677253534055397,0.15912257435358976,0.3937499999999996,0.0
497,6.0,0.26588235294117646,0.24446448251678193,9.0,8.0,3.0,0.3003678148902639,0.25022376442886757,0.5249999999999995,0.0
498,2.0,0.24117647058823524,0.9050195371205292,6.0,3.0,4.0,0.24101629764262855,0.998078997298862,0.4666666666666664,0.0
499,1.0,0.27588235294117647,0.08806732792305383,6.0,8.0,3.0,0.7176150990351468,0.08762541795354889,0.14482758620689645,1.0
500,3.0,0.4794117647058823,0.43302274321210305,6.0,5.0,0.0,0.4518120221344958,0.27310479648614655,0.14482758620689645,0.0
501,1.0,0.4658823529411764,0.7274822162108007,5.0,9.0,3.0,0.33297617018336806,0.47023702428246156,0.16666666666666644,1.0
502,3.0,0.9594117647058823,0.30758441037972156,7.0,3.0,3.0,0.09328269852625173,0.10413685745413323,0.4083333333333327,0.0
503,6.0,0.4764705882352941,0.474401362588919,9.0,4.0,0.0,0.26251799698521544,0.30078989164008935,0.37058823529411705,0.0
504,3.0,0.7752941176470588,0.10680292555856129,9.0,0.0,3.0,0.3021832951271576,0.04397392277773895,0.20999999999999977,0.0
505,5.0,0.1811764705882353,0.3432521791403668,0.0,5.0,1.0,0.9841391449515805,0.4665643657595678,0.0,0.0
507,1.0,0.7747058823529411,0.01212303376415189,0.0,6.0,1.0,0.011649594400553008,0.004995482859202382,0.0,0.0
508,6.0,0.20588235294117643,0.242059913836289,1.0,5.0,1.0,0.39725644498914187,0.30031197336744303,0.05384615384615377,0.0
509,4.0,0.7023529411764705,0.5342150085161809,3.0,4.0,2.0,0.3313164132815603,0.2405371707668885,0.06999999999999994,0.0
510,3.0,0.3170588235294117,0.16781885582606956,0.0,7.0,5.0,0.5070382436998047,0.14947930968383863,0.0,0.0
511,2.0,0.1929411764705882,0.5905219917843905,4.0,10.0,5.0,0.35121836235599146,0.7676228938552079,0.2545454545454545,0.0
513,1.0,0.1517647058823529,0.3597835888187557,6.0,6.0,0.0,0.570670804695997,0.5518925709766205,0.27999999999999975,0.0
515,4.0,0.7835294117647058,0.5999398857829878,11.0,9.0,5.0,0.10393341532645663,0.2446457695046859,0.6999999999999993,0.0
516,1.0,0.5376470588235294,0.45817052399559177,0.0,2.0,4.0,0.39375656793066643,0.2615846507740318,0.0,1.0
517,1.0,0.15823529411764703,0.2299368800721371,2.0,6.0,0.0,0.7050852151031154,0.3430522533516994,0.07368421052631582,0.0
518,3.0,0.43352941176470583,0.614667868951007,6.0,2.0,3.0,0.40661991535807945,0.422497037781487,0.17499999999999982,0.0
519,6.0,0.6241176470588234,0.5997395050596134,8.0,6.0,3.0,0.29361728168410833,0.3001746753723499,0.23333333333333284,0.0
521,1.0,0.7158823529411764,0.788999098286745,1.0,0.0,0.0,0.20281161855172286,0.3491926569135608,0.03684210526315784,0.0
522,6.0,0.3711764705882352,0.6003406472297366,5.0,0.0,4.0,0.12900653573985238,0.4700581305274502,0.4999999999999993,0.0
523,4.0,0.5341176470588235,0.04498547239755536,0.0,0.0,2.0,0.03429625076104385,0.025847315214754064,0.0,0.0
524,2.0,0.44294117647058817,0.8012223224125841,4.0,6.0,5.0,0.058917399839007505,0.54074971377055,0.6999999999999993,0.0
525,4.0,0.678235294117647,0.2286344053702034,1.0,3.0,4.0,0.3421869879501537,0.10623675260737897,0.023333333333333286,0.0
526,2.0,0.16058823529411761,0.07985171826470296,0.0,1.0,2.0,0.9957537106749046,0.11802445051008582,0.0,0.0
527,6.0,0.44294117647058817,0.9087265805029557,4.0,0.0,5.0,0.17797964534700308,0.6133013496430442,0.2545454545454545,0.0
528,4.0,0.9794117647058823,0.886885081655145,0.0,9.0,0.0,0.007625551153730472,0.29459411495786114,0.0,0.0
529,3.0,0.2552941176470588,0.30437831880573096,2.0,3.0,4.0,0.3368396882156994,0.3214601818767793,0.10769230769230768,0.0
531,5.0,0.7029411764705882,0.7359983969542131,5.0,1.0,4.0,0.26302410642414326,0.33114107331880255,0.14583333333333295,0.0
532,6.0,0.4017647058823529,0.4170924757038374,6.0,3.0,4.0,0.10171127116234435,0.30572322218791886,0.6999999999999993,0.0
533,5.0,0.43529411764705883,0.8400961827472199,9.0,9.0,4.0,0.2498231751524682,0.575447664064301,0.41999999999999954,0.0
534,6.0,0.6423529411764706,0.16811942691113116,1.0,4.0,3.0,0.003176075227859263,0.08201800027496456,0.6999999999999993,0.0
537,1.0,0.8317647058823529,0.610760444845206,4.0,10.0,1.0,0.1465930099384701,0.23583743594884035,0.17499999999999982,0.0
538,6.0,0.4252941176470588,0.18475102695120732,10.0,9.0,4.0,0.48386087092609237,0.12909272215445286,0.24999999999999964,0.0
539,2.0,0.6758823529411765,0.4192966636609559,6.0,3.0,1.0,0.04961566190869617,0.1954334243624552,0.8399999999999991,0.0
541,3.0,0.8170588235294117,0.7784791103095883,7.0,6.0,4.0,0.11947800817446513,0.30554515369202556,0.3769230769230762,0.0
542,2.0,0.4711764705882353,0.802624987476205,2.0,1.0,3.0,0.03928052427698956,0.513795719941893,0.4666666666666664,0.0
543,4.0,0.6888235294117647,0.5457369001102095,7.0,2.0,3.0,0.14100947255924448,0.250066432923824,0.3769230769230762,0.0
545,3.0,0.7623529411764706,0.1756337040376716,5.0,8.0,4.0,0.2753725383338725,0.07342863110088214,0.12962962962962937,0.0
546,4.0,0.22529411764705878,0.5385231940687307,6.0,1.0,0.0,0.6051874245321688,0.6251262025928404,0.19999999999999998,0.0
547,3.0,0.19999999999999998,0.25288047289850724,4.0,8.0,3.0,0.7570403389231974,0.3203946288239481,0.11666666666666678,0.0
548,1.0,0.7664705882352941,0.751026951207294,3.0,5.0,1.0,0.26349855251104554,0.31245085166567255,0.08076923076923041,1.0
549,1.0,0.37235294117647055,0.3752129045185854,4.0,8.0,0.0,0.30576896644197354,0.2930313125319226,0.17499999999999982,0.0
551,3.0,0.6447058823529411,0.09437932070934778,9.0,4.0,0.0,0.08891515269490567,0.04589687125236415,0.7874999999999992,0.0
552,6.0,0.5052941176470588,0.5661757338943995,2.0,3.0,4.0,0.23388564056821903,0.34120474681286733,0.08749999999999991,0.0
553,2.0,0.7858823529411765,0.14497545336138667,7.0,10.0,5.0,0.2266178885942565,0.05895754512796305,0.21304347826086967,0.0
554,5.0,0.7141176470588235,0.4508566275924257,11.0,9.0,1.0,0.2927169532061696,0.1999854354967099,0.2851851851851846,0.0
555,6.0,0.8470588235294118,0.13946498346859035,0.0,6.0,0.0,0.23015396207911476,0.05295927667617868,0.0,0.0
556,6.0,0.47058823529411764,0.16260895701833483,5.0,5.0,4.0,0.3623370366959655,0.10422383288446913,0.15217391304347805,0.0
560,3.0,0.3529411764705882,0.09397855926259896,2.0,7.0,3.0,0.5462419395926646,0.07673939661867929,0.051851851851851816,0.0
561,4.0,0.4099999999999999,0.666766857028354,7.0,4.0,3.0,0.09983734342974793,0.4804476238316426,0.8166666666666682,0.0
564,1.0,0.9670588235294116,0.30608155495441347,0.0,2.0,2.0,0.04170727565934085,0.1028687500038525,0.0,0.0
566,3.0,0.6064705882352941,0.908325819056207,0.0,2.0,0.0,0.3273124494621467,0.4663580233679477,0.0,0.0
569,3.0,0.41647058823529404,0.2748221621080053,10.0,2.0,3.0,0.47475339164217656,0.1954482293981372,0.25925925925925875,0.0
570,1.0,0.9505882352941176,0.2581905620679291,3.0,3.0,0.0,0.1544086504680394,0.08816372193402017,0.11052631578947339,0.0
571,3.0,0.9129411764705881,0.6439234545636712,10.0,6.0,5.0,0.18742902991113042,0.22825184800275858,0.3181818181818182,0.0
573,3.0,0.8564705882352941,0.3029756537421101,3.0,1.0,0.0,0.019305008138804668,0.11389207287403723,0.6999999999999993,0.0
575,1.0,0.31470588235294117,0.5901212303376416,2.0,9.0,1.0,0.3295273426538343,0.5286657949382689,0.093333333333333,0.0
576,4.0,0.19058823529411764,0.1789399859733494,1.0,1.0,4.0,0.22220276510711667,0.23471337120351687,0.09999999999999999,0.0
577,3.0,0.42823529411764705,0.8430017032361489,7.0,4.0,2.0,0.07840139278427123,0.5855050037066253,0.979999999999999,0.0
578,2.0,0.4294117647058824,0.7454162909528105,2.0,0.0,4.0,0.06073484244507003,0.5165279043931971,0.34999999999999964,0.0
579,5.0,0.4458823529411765,0.5487426109608257,8.0,7.0,5.0,0.36297287237846887,0.3682749412123243,0.2545454545454545,0.0
580,2.0,0.6523529411764706,0.10780482917543334,0.0,5.0,3.0,0.20914432527720778,0.05187453043147574,0.0,0.0
581,3.0,0.017058823529411765,0.02364492535818055,0.0,9.0,0.0,0.7426748668992111,0.08849709689650259,0.0,0.0
